Subcorpus	Filename	Year data collection	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Variety of native language (country)	Father's native language	Mother's native language	Languages spoken at home	Any foreign language?	Foreign language	Proficiency (self-assessment) in foreign language speaking	Proficiency (self-assessment) in foreign language listening	Proficiency (self-assessment) in foreign language reading	Proficiency (self-assessment) in foreign language writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Resources used	Text	Original text
Native	EN_WR_20_14_GW	2020	Female	20	University of East Anglia	American studies	3	English	British English	English	English	English	Yes	""	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	""	""	Charlie Chaplin find an abandoned child by a trashcan, and and picks up the baby and starts wondering whose baby it is, he put the baby in a pram with another child but then the woman who is the mother of the child comes out and start yelling at him. He then tries to give it to a stranger who then gives it back to the woman with the child who then attacks Charlie Chaplin.In the end Charlie Chaplin keeps the child as he has formed an emotional connection with it.	
Native	EN_WR_20_14_MC	2018	Female	20	Abilene Christian University	Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	4	""	In this video, Charlie Chaplin is walking down an alley where many people are throwing out their trash. As he is walking, he finds a baby that has been left behind. When a woman passes by with a stroller, he tries to sneak the baby in with hers, but she notices and makes him take it back. He then gives the man to another guy walking by, who also tries to leave the baby in the stroller, but the mother thinks it is Chaplin and tells the police. The police return the baby to Chaplin, who walks off with him.	
Native	EN_WR_20_14_PM	2018	Male	20	Central College	English and Spanish	Sophomore	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	Charlie Chaplin was walking through the street when he came upon a small bundle in a corner.  Much to his surprise, inside the bundle was a baby! Charlie then felt responsible to do something with the small child and luckily for him a woman pushing a baby carriage and her child happened to be walking by.  He was caught by the woman trying to abandon the abandoned child in stroller and was still left with the child.  Afterwards he tried to place the baby back where it was originally found, but was seen by a police officer and given the context of  the sight of a man placing a baby on the street Charlie grabbed the baby and continued to try to find him a home.  While walking, he found a man and swindled him into holding the baby and quickly ran away.  Coincidently enough, the man placed the baby in the same carriage that Charlie had earlier.  Later when the woman realized she once again had two babies, she was furious and saw Charlie walking and assumed he had placed the abandoned baby in her stroller again.  In the end after man attempts of trying to abandoned baby, it finally found a home with Charlie after the goofy man with the mustache realized that the child was an orphan.	
Native	EN_WR_20_14_SK	2017	Female	20	University of Birmingham	Linguistics	""	English	British English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	10	""	Charlie Chaplin is walking along a street smoking when he gets hit on the head by falling materials being dropped from above. He then turns and sees a baby lying on the side of the street crying. He looks up, questioning whether it has been dropped from above. He then spots a woman with a pushchair so runs after her, and puts the baby in the pushchair, assuming that it is her child. The woman protests as it is not her baby, so he takes the baby and goes to put it back where he found it. However, a police officer shows up so he picks the baby up again and tries to give it to an old man with a walking stick, tricking him into taking it by pretending that he is just tying his shoe lace but then running away. The old man chases after him and, once again, puts the baby down in the same woman's pram. While trying to get away from the policeman again, Charlie Chaplin finds himself walking back past the pushchair, and as the woman had not seen who had actually put the baby in her pushchair this time, she assumes that it was him, chases after him and hits him with her umbrella, demanding that he take the baby back. The policeman turns up again so Charlie takes the baby again and sits down on the pavement. While holding it, he discovers a note saying 'Please love and care for this orphan child'. He stands up and walks away with baby.	
Native	EN_WR_20_14_SM	2018	Female	20	Central College	Business Management	Sophomore	English	American English	English	English	English	Yes	Spanish	A1 (lower beginner)	A1 (lower beginner)	A2 (upper beginner)	A1 (lower beginner)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	5	""	During this video there was a man just walking around and doing his daily routine. All of a sudden many things started happening to him. Bricks fell down from the building, something was shot at him. He then found a baby lying on the ground. He picked up the baby wondering where it had come from. He later then noticed a lady walking by with a stroller and he put the baby inside her stroller when she wasn't looking. The woman got mad and he took the baby back, because although she was in search of a baby; this was not her baby. He then picked it up and went on his way, and didn't leave the baby because of the cop watching his every move. Later on, the man gave the baby to another older man who put the baby back into the same woman's stroller. The main man happened to walk by and the woman freaked out and got mad again. So he took the baby back and sat down with it. He all of a sudden changed when he saw the note that said to take care of this orphan child. His perspective changed, so when so many things went wrong to him. It was all in goodness because of how much his heart and personality was challenged.	
Native	EN_WR_20_14_TK	2018	Female	20	Central College	Business Management and Spanish	3rd	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	14	14. Chaplin	written_online	6	""	Charlie is in an alley messing around with his cigar, trying to throw it away in the trash. While he is doing this, he finds a baby laying on the ground. Charlie doesn't know what to do with the baby. He begins to set the baby back down on the ground, but a policeman walks by and thinks that Charlie is leaving his baby in the street. Charlie holds the baby and finds a mother walking by with a baby carriage. The baby doesn't belong to her, and she yells at Charlie. Charlie takes the baby and walks out of the alley onto a main street. He sees another mother with a carriage and sets the baby in it, trying to leave the baby there. The mother sees this and becomes very angry with Charlie. She begins to hit him with an umbrella and the policeman comes by again. Charlie takes the baby again and sits on the curb. He considers throwing the baby down a manhole. He finds a note tucked in the blankets that explains that the baby needs love and care because it is an orphan baby. Charlie keeps the baby!	
Native	EN_WR_20_3_AH	2019	Female	20	University of Limerick	Estudios Ingleses	""	English	British English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	5	""	Usually I go to the cinema a few times per year. Approximately one year ago I went to my local cinema with a friend to see the film ‘Bohemian Rhapsody’. It was without doubt the best film I have ever seen in my life. It even brought me to tears in some parts. The way the creators of this films recreated the story of the band Queen and the life of the legendary Freddie Mercury was remarkable. My favourite part of the film was the ending where they recreated the famous music concert ‘Live aid’. After the film I watched the original Live aid concert on YouTube and it was exactly the same as the movie. A true insight into the lives of music legends.	
Native	EN_WR_20_3_AJ	2019	Female	20	University of Nebraska - Lincoln	environmental studies	second	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	4	""	The last movie I saw was a horror film called Insidious. It's a story of a family that movies into a new house, ready to start their new lives, but they come across a problem. Their eldest son falls into a coma and is bedridden for months. While this child is unconscious, the mother and brother experience paranormal phenomenon. The mother insists that they change houses to get away from these ghosts. At the new house, however, the apparitions don't cease. It becomes unbearable, and the mother invites a psychic to the house to help her family. They discover that it is the son that is haunted, rather than the house. They must retrieve their son's consciousness from the other world of the dead to save him.	
Native	EN_WR_20_3_AM	2019	Female	20	""	""	""	English	British English	English	English	English	Yes	""	""	""	""	""	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	2	""	Recently I watched the film 'non-stop'. It is about an air marshal (Liam Neeson) who recieves mysterious and threatening text messages from one of the passengers on the plane threatening to hijack it. He tries to solve who the person is and why they are doing it, but throughout the time, different passengers die. He continues to try and solve this issue but it eventually gets turned and put on him. People accuse him of being the hijacker.	
Native	EN_WR_20_3_AMS	2016	Female	20	University of Rochester	epidemiology	Junior	English	American English	English	English, Polish	English, Polish	Yes	Spanish	B2 (upper intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	6 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	""	""	A boy is hidden in a basket and floated down the river to be saved from certain death.  He is found by the queen of the country and adopted as her second son.  However, as the boy grows up, he encounters his real siblings, slaves, who recognize him and then he realizes where he has come from.  After accidentally murdering a man, he flees the country, falls in a well, and ends up marrying.  He then speaks to a burning bush and returns to the country he once ruled to free his people.	
Native	EN_WR_20_3_ECS	2019	Female	20	University of Granada	Environmental Studies	3rd	English	American English	English	English	English	Yes	Spanish	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	5	""	Last night I watched Good Will Hunting. It's a story about a young man named Will Hunting, who lives in Boston, Massachusetts, and works as a janitor at MIT, despite the fact that he is exceedingly intelligent. After solving a difficult proof on a  blackboard at the school, he is discovered by a professor, who offers him the chance to work with him, as well as forces him to begin therapy. Although hard to crack at first, Will finds himself opening up to and forging a connection with his therapist, a recently widowed man with many problems of his own.	
Native	EN_WR_20_3_JC	2016	Female	20	University of Rochester	History, English	Junior	English	American English	Romanian	Romanian	English, Romanian	Yes	Romanian	B2 (upper intermediate)	C2 (upper advanced)	A2 (upper beginner)	A1 (lower beginner)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	""	""	I recently watched a movie for one of my english classes. The setting takes place in a small town in southeastern England, beginning of 1914. There is a family of three taking care of a farm. One day, the father was supposed to buy a plow horse to help plow the fields for his crop. He had gotten behind on paying the rent and needed a good crop to sell to make up the money. However, the father was drunk and instead, purchased a beautiful race horse. Although the mother was extremely upset with the father's stupidity, their son decided to take care of the horse and train it. Not only did he train the horse but he even plowed the field. It was apparent that the boy and the horse had an incredibly special bond. However, the First World War broke out. The father's crop had failed due to bad weather. He knew that the army was looking to buy horses for the British Cavalry, therefore, he took the horse to market and sold it. The first soldier to have Joey (the horse's name) died in the battle. Joey was then taken by the Germans. He would eventually cross over multiple times between the Allied and Axis powers. After numerous death and obstacles, Joey and the boy reunite, both having gathered their strength back from the brutality of war. They all return home.	
Native	EN_WR_20_3_KD	2020	Female	20	Central College	Psychology and Spanish	Sophomore	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	10	""	In the movie Sinister, there is a family that moves to a new house because the father is a writer of true crime novels and they move based on where his next story is. But what the family is unaware is is that the house they moved into is where the last family was murdered. While unpacking, the father finds a box of old home movies and when he begins to watch the first one, it seems like an innocent family home movie. But the film takes a turn, it shows the families murder. This makes the father a little excited since no one could explain how the family had died or why, but with these films he believes he can begin to create a timeline. Not only does he believe he can help solve this case, but in the box there are more tapes showing other families being murdered in some horrific ways. Throughout his writing process, he stays in contact with a local deputy and continues to ask him questions about the house, and the other murders. The family begins to experience strange things around the house and the mother learns that the horrific murder that she keeps hearing about in town took place in her house. The family moves back to their old house, when the writer receives a phone call from the detective stating that the murders are connected by the houses, and since the writer's family lived in the last murder house, they were now in the connection. This occurs right before the author discovers a set of tape pieces that show who the murderer is, and to his horror, finds out that it is the missing child of the murders that enact the killing. And at this point, he is drugged by his daughter and when he wakes up his wife and son are also tied up and his daughter kills him.	
Native	EN_WR_20_3_KH	2020	Female	20	Central College	Communication	Junior/3rd year	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	A2 (upper beginner)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	10	""	I recently watched the film: The Joker. In the film, there is a man who has a severe mental illness. People continually make fun of him. One day, he snaps because people are walking all over him. They are laughing because of his medical condition and taunting him. He happens to have a gun, and he shoots 3 men on and in a train station. The city of Gotham goes insane as they search for the mysterious clown killer. Arthur Flecke, our main character, feels like somebody finally sees him. He has a hope of becoming a comedian, and one day he gets the nerve to go to an open mic show. His show flops but video contents gets sent to the Murray Show, Arthur's favorite comedian. On the show, he is made fun of but eventually invited on the show. It was like a dream come true to Arthur, until he hears Murray make fun of the murderer as well. Once on the show, Arthur takes the opportunity to tell a 'joke' that ends with him shooting the host. The town continues in an uproar. People who are considered underdogs identify as the Joker (clown killer). I fell asleep after this moment, and do not know what else happened.	
Native	EN_WR_20_3_LH	2016	Female	20	University of Rochester	BCS	Junior	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	""	""	Aladdin is a orphaned boy who lives in the streets of the Middle East with his monkey. One day he meets a princess, not knowing it she was a princess, and starts to fall in love with her. They can't be together because of his status. He meets a Genie who grants him three wishes, so he uses one to make himself a Prince and then they fall in love and live happily ever after.	
Native	EN_WR_20_3_LM	2017	Male	20	Gettysburg College	Spanish	sophomore	English	American English	English	English	English	Yes	Spanish	C1 (lower advanced)	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	6 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	3	""	Manchester by the Sea is a film about a young man who is thrust into adulthood when his father dies of a congenital heart condition. Having already lost his mother years before, Patrick must be raised by his uncle Lee. Lee is a jaded man who previously had a wife and three kids but unfortunately his marriage fell apart after his daughters died in a house fire. Together, Patrick and his uncle learn how to break down their emotional barriers and move on in life together.	
Native	EN_WR_20_3_MPG	2016	Female	20	Sarah Lawrence College	Foreign language	Junior	English	American English	English	English	English	Yes	Japanese	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	3	3. Film	written_online	""	""	"I recently re-watched the film ""Watership down"". It tells the story of a group of rabbits who live in the downs in Southern England who must escape their old warren and find a new one.  They are led by a rabbit called Hazel and the group also includes Hazel's brother, Fiver, and a member of the old Warren's police, Big Wig.  The rabbits have their own language and mythology. During their journey they tell stories of their god, Frith, and their folk hero, the prince of rabbits.  They eventually  make their own warren at the top of Watership Down. However they need females to make their warren successful, and so they infiltrate a nearby warren called Efrafa. Efrafa is run like a police state,  and it is ruled by an evil rabbit called General Woundwort.  Hazel and his friends, along with the seagull they've befriended, take down the General and free the rabbits who live there.  The story ends years later when Hazel is an old rabbit. He is led away to heaven by the black rabbit of death and the prince of rabbits."	
Native	EN_WR_20_3_OL	2019	Male	20	University of Birmingham	English Language	Third	English	British English	English	English	English	Yes	Spanish	A2 (upper beginner)	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	3	""	The film that I watched was called 'Call Me By Your Name'. Its set in the north of Italy and follows the romance of two people who happen to meet by chance during the summer that the protagonist comes to visit. Over the course of the film, we follow the protagonists inner conflict of his feelings towards his male companion. Despite these struggles, the protagonist caves in and the pair take a weekend away in Rome away from people that can judge them. However, the time comes when the protagonist must leave northern Italy and his lover is left heartbroken. Especially so once he discovers that he has married a woman after leaving.	
Native	EN_WR_20_3_RW	2016	Female	20	University of Rochester	Mechanical engineering	Junior	English	American English	English	English	English	Yes	German	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	A1 (lower beginner)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	""	""	Newt Scamander travels to America in search of a certain creature. He's a little scatterbrained and loses control of his brieface of creatures. A muggle picks it up accidentally and takes it home but the creatures escape and wreck havoc in the city. Newt must team up with new friends to track down the creatures and save new York from a fearsome phantom.	
Native	EN_WR_20_3_SPB	2016	Male	20	University of Rochester	Computer Science	Junior	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	A1 (lower beginner)	6 / 6	Hebrew	A1 (lower beginner)	A1 (lower beginner)	B1 (lower intermediate)	A1 (lower beginner)	Written	3	3. Film	written_online	""	""	Finding Dory is the thrilling sequel to Pixar's Finding Nemo where the forgetful blue tang, Dory, after her adventures across the ocean finding her new best friendn Marlin's son, Nemo, decides to go on a quest to find her family. So Marlin, Dory and Nemo travel back across the ocean to a California aquarium where they suspect Dory is from. There they get separated after a fight and Dory becomes unlikely companions with a septapus named Hank. With the help of hank and an old childhood friend, Dory realizes that her parents are no longer at the aquarium. As she is getting ready to leave the aquarium and head back to the ocean, she runs into Nemo and Marlin but they are put on an truck to head to an aquarium in chicago. Not wanting to go to chicago, with the help of hank, the fish hijack the truck and drive it into the ocean where Dory finds her parents and is reunited.	
Native	EN_WR_20_3_SS	2016	Female	20	University of Rochester	Brain and Cognitive Science	Junior	English	American English	English	English	English	Yes	Hebrew	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Written	3	3. Film	written_online	""	""	Kubo and the Two Strings revolves around a young boy, Kubo, and his adventures to keep his evil grandfather and aunts from stealing his eye. Kubo's father, Hanzo, was an incredible warrior who tried to fight Kubo's mother. She fell in love with his humanity and married him, and they had a son- Kubo. Kubo inherited his mother's origami magic, and made it his own with his two stringed instrument. He wasn't allowed to stay out after dark, but did one day - this let his aunts find him. His mother uses the last of her magic to let him escape, and he ventures with a monkey and an anthropomorphic beetle to find the three pieces of his father's unbreakable armor. The armor winds up being entirely useless in the final battle. What saves Kubo is his memories of his family, which become the three new strings on his instrument.	
Native	EN_SP_21_14_AF	2018	Female	21	Valparaiso University	Psychology	Junior (3rd year)	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	ok so Charlie Chaplin was kinda walking along and minding his own business and trying to light his cigarette / and then he found a baby laying on the ground / and he wasn't really sure what to do with it so he picked it up / and just then he saw a lady walking by with a stroller so he thought that it was her baby so he went to go / put the baby uh in her stroller and he said pardon me you dropped something to her hhh / uh and she got very angry cause it wasn't her baby and then tried to take the wrong baby / but eventually then he ended up again / with this right baby that he found on the ground / so then he kinda seems to decide that it's just too much trouble so he goes to try and put the baby back on the ground where he found it / but just then a police man is walking by and obviously gets mad because you can't just leave babies on the ground / and so he made Charlie pick the baby back up and so he did / uh so then he was getting alot angry wanted to get rid of the baby / so he saw an old man walking around / and he asked him to hold the baby for a second so he can tie his shoes and then he pretended for a second to tie his shoes and run away so the old man was stuck with the baby / uh but this old man didn't want the baby either so he saw a lady walking along with a stroller which happen to be the same lady from before / he put the baby in her stroller and run away / uh and then the lady came out saw the baby in her stroller / thought it was Charlie because he is was the one who had put that same baby in her stroller before and sees Charlie walking and so she goes over / and sort of attacks him with her umbrella / makes him take the baby back the police man from before comes over and they all make Charlie take the baby / uh so Charlie is feeling pretty sad and he has holding this baby walking alone and he sits now on a curb / and he sees the sewer drain and he sort of opens it looks at it looks at the baby / uh is thinking about dropping the baby down but doesn't quite drop the baby yet / and then he finds a note in the baby's uh blankets that are wrapped around it and the note says / uh that please love and care for this orphan child / and so Charlie decides then to keep the baby / and he kinda walks off smiling with the baby and the music is a lot of happier / and that's the end	
Native	EN_SP_21_14_AL	2018	Female	21	Monmouth College	Public Relations, Spanish	3	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	the video starts off with Charles Chaplin walking through the steets and is somehow being hit with some sort of debris or whatever it is people are throwing out of their windows / uh and then he finds a baby / uh laying next to the garbage and so he picks up the baby and tries to / uh / kinda get rid of it / and so he / he put places it in / uh the baby carriage of another woman / claiming that she dropped the baby / and then hhh / they bicker and argue for a little bit and then he / takes the baby / and then / tries to put it back towards the garbage hhh / but is then caught by a police officer and so then he picks it back up / and then makes all over it / several other attempts to get rid of it uh including / asking another man to hold the baby while he runs off / uh but gets caught then / and then he / finds the / woman he uh encountered before tries to place it in her baby carriage once again but is then hhh / caught by her and then the police officer / uh and so he / tries to make several other attempts to get rid of the baby it's clear that he doesn't want it / uh but doesn't wanna put it and he doesn't want the responsibility of it / and so he then / sits on the side of the street / to try to think about / uh what to do with it next and it's obvious that he contemplates dropping it down the sewers' drain / uh but then finds a uh note enclosed in uh the babys' blanket / that asks to please take care of the baby and / cause it's an orphan / and so then he uh / he's attitude obviou= immediately changes and he decides to take care of the baby / and hhh / the clip ends with the two of them / walking off	
Native	EN_SP_21_14_CO	2018	Male	21	Monmouth College	Accounting and Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	4	""	ok so the video starts with Charlie Chaplin walking down the street / uh / and it's like an alleyway and then / on the ground he finds a child / uh just a baby laying in a xxx and xxx / uh so then Charlie picks up the baby and walks / with it tryin' to find who it belongs to / he sees a woman with a stroller uh with another child in it and / he assumes it's hers and he puts the child inside the stroller with the other one / uh / and then / the woman / realizes and says it's not hers and / makes him take it back / uh so then Charlie walks back towards where he finds the baby and tries to just put it where he found it / and a police officer / sees him / supposedly abandoning the baby / so uh obviously that's not good and Charlie then / takes it and walks away with the baby again / he then gives it to a random man walking down the street and / runs away so that the man now is stuck with the baby / and the man does the same thing as Charlie and puts it into the stroller of the woman / with the other child / uh then Charlie walks down the street pass the woman and / she realizes it's him and she / goes and hits him and makes him take the child back again / uh / he is then stuck with the child again and then just kinda walks with it not sure what to do / he sits down on a curb with the baby / and finds a note  with it / that says please love and care for this orphan child / and at the end uh / Charlie / has the baby and kinda smiles / acting like he may take care of the baby / and that's where it ends with him walking away holding the baby	
Native	EN_SP_21_14_GLN	2018	Female	21	Valparaiso University	Elementary Education & Spanish	Junior	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	ok so at the beggining of the film or a short clip / Charlie Chaplin is walking through the alleyway through the street and all of the sudden seems like / a tone of bricks are falling of the building and are about to hit him but they don't / uh / so he looks around doesn't know where they came from / uh so / next he / strikes a match on his shoe on the heel of his shoe uh to light his cigarette / or a cigar uh / has a smoke / and then / some randomly / he throws away his gloves / uh he looks down / to his left and there is a baby laying there in the alley / uh looks around doesn't see anybody / that looks to be his parents / her parents / uh / and so he picks up the baby / stands up turns around and there's a woman / with her own child in a pram uh / strollering the baby down the road she walks into a building on the right leaves the baby outside in the stroller / uh and so Charlie walks up puts that baby in the pram thinking that it's hers and she just somehow left it on the street / uh and as he's about to walk away the woman comes out realizes that / there's another baby in her stroller / with her child / uh so she orders Charlie Chaplin to take the baby that he put in there back / uh so Charlie takes it back is walking back to the alley and he's going to put it down / and a police man walks up / so he decides to reverse his decision / picks up the baby is walking down the street clearly not wanting to get into trouble with the police / uh and he finds an old man gives the baby to the old man / uh / and then walks away / Charlie Chaplin walks away the old man takes the baby is walking down the street / sees the / lady with this stroller the same woman that Charlie had already put the / baby in / uh / he puts the child in the stroller / because the woman was inside a store or something like that / uh and he walks away the old man walks away / during this time Charlie was hiding from the police the police finds him so Charlie rapidly walks away / uh is walking past the stroller / that / he had put the baby in the old man the old man had put the baby in / and the woman walks out / sees that the baby is there again sees Charlie assumes that Charlie put the baby in the stroller / so she runs after him and beats him over the head with an umbrella Charlie takes the baby because the police man's / clearly staying right there / takes the baby / walks away / uh / and is walking down the street sits on the sidewalk on a curb / uh finds a gate / like a sewer gate sewers' gate / lifts it up / appears to be debating whether or not he's going to put / the baby down the / gate or down the sewer / decides against it close the gate / he's looking through the babys' uh clothes his blankets / he sees that there's a note so he opens the note / uh / and the note says / please love and care for this orphan child or something along those lines uh / Charlie Chaplin clearly touched by the note decides to / keep the baby or of what we can tell is keeping the baby so he stands up / and he walks away	
Native	EN_SP_21_14_SM	2018	Female	21	Roger Williams University	Biology and Spanish	Junior	English	American English	English	English	English	Yes	Spanish	A2 (upper beginner)	A2 (upper beginner)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	3	""	uh in the video Charlie Chaplin was walking down in the alley when he finds a baby / he picks up the baby and tries to give it to a woman who also has another baby / uh she doesn't let him and so he takes it back / he walks back down the alley and tries to put the baby back down where he found it / uh then a police officer comes down and so he has to pick up / back up the baby and continue on / he then tries to give the baby to an older man / uh the man ends up putting the baby / in the crib of the woman who Charlie Chaplin had originally tried to give the baby to / so when Charlie walked by the woman again she stopped him and had him take the baby back / uh Charlie Chaplin then walks and sat down on a curb / and found a note inside the babys' blanket / that said please love and care for this orphan child / and after that he kept the baby	
Native	EN_SP_21_14_TS	2018	Male	21	Northwestern College	Biology and Chemistry	Senior	English	American English	English	English	English	Yes	Spanish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	6 / 6	""	""	""	""	""	Spoken	14	14. Chaplin	spoken_offline_lab	5	""	the story begins with a man / walking down the street / suddenly he is hit by some garbage from above / he calls the man / rubbish / next / he decides to light a cigarette in the alley / however he sees a baby / that is crying in the str= in the alley / he looks around to see if it is anybody's baby / and sees a mother / walking with a stroller / he decides to go over to the mother and / put the baby he puts the baby in the stroller / the mother / angrily says that the baby is not hers / and demands he takes the baby / he walks back to the alley  / and / thinks about leaving the baby / laying in the alley / however a policeman shows up / and / demands that he keeps the baby / the man walks out and sees an old man / he / gets the old man to / hold the baby while he / pretends to tie his shoes / he quickly runs away / and / with the old man following him / the old man sees the stroller / that is a p= / that was appeared earlier in the video / and puts the baby in the stroller / and and leaves / then / the first man walks by the s= the stroller a little bit later / and the mother sees him that he had left the baby in the stroller / and hits him and demands he takes the baby / man goes back to the original alley / he he sits down on the curb and sees a sewer system / he thinks about putting the se= the baby in the sewer system / he and but decides against it / next he finds a note on the baby that says please love and care for this orphan child / the end	
